timestamp,name,free_spaces,max_spaces,occupied_spaces
14112023-1816,Liebig-Center,239,250,11
11112023-1525,Liebig-Center,241,250,9
15112023-1936,Liebig-Center,242,250,8
02112023-1435,Liebig-Center,238,250,12
09112023-1240,Liebig-Center,240,250,10
18112023-1431,Liebig-Center,232,250,18
04112023-1235,Liebig-Center,241,250,9
06112023-1815,Liebig-Center,242,250,8
20112023-1414,Liebig-Center,225,250,25
13112023-1540,Liebig-Center,239,250,11
05112023-1950,Liebig-Center,241,250,9
19112023-2025,Liebig-Center,242,250,8
05112023-1650,Liebig-Center,238,250,12
01112023-2010,Liebig-Center,241,250,9
31102023-1650,Liebig-Center,241,250,9
05112023-1105,Liebig-Center,237,250,13
20112023-1840,Liebig-Center,237,250,13
08112023-1230,Liebig-Center,235,250,15
29102023-0906,Liebig-Center,245,250,5
11112023-2040,Liebig-Center,243,250,7
25102023-2046,Liebig-Center,244,250,6
11112023-1820,Liebig-Center,242,250,8
03112023-1145,Liebig-Center,242,250,8
25102023-1649,Liebig-Center,241,250,9
31102023-2040,Liebig-Center,242,250,8
16112023-1759,Liebig-Center,239,250,11
01112023-1530,Liebig-Center,238,250,12
02112023-1616,Liebig-Center,237,250,13
18112023-1355,Liebig-Center,231,250,19
26102023-1940,Liebig-Center,245,250,5
01112023-2050,Liebig-Center,241,250,9
05112023-1350,Liebig-Center,231,250,19
27102023-1930,Liebig-Center,240,250,10
31102023-1535,Liebig-Center,239,250,11
12112023-1150,Liebig-Center,240,250,10
26102023-1145,Liebig-Center,242,250,8
10112023-0945,Liebig-Center,240,250,10
30102023-1016,Liebig-Center,239,250,11
29102023-1414,Liebig-Center,240,250,10
07112023-0900,Liebig-Center,238,250,12
15112023-1835,Liebig-Center,241,250,9
19112023-1601,Liebig-Center,236,250,14
06112023-1145,Liebig-Center,240,250,10
17112023-2050,Liebig-Center,240,250,10
03112023-1525,Liebig-Center,240,250,10
31102023-2035,Liebig-Center,242,250,8
15112023-1150,Liebig-Center,236,250,14
18112023-0940,Liebig-Center,235,250,15
25102023-1641,Liebig-Center,242,250,8
06112023-1920,Liebig-Center,243,250,7
15112023-1750,Liebig-Center,239,250,11
17112023-2046,Liebig-Center,240,250,10
31102023-1105,Liebig-Center,240,250,10
26102023-1506,Liebig-Center,239,250,11
28102023-1830,Liebig-Center,245,250,5
14112023-0931,Liebig-Center,236,250,14
04112023-1200,Liebig-Center,242,250,8
11112023-2036,Liebig-Center,243,250,7
16112023-1744,Liebig-Center,239,250,11
14112023-1940,Liebig-Center,241,250,9
12112023-1655,Liebig-Center,239,250,11
17112023-1210,Liebig-Center,238,250,12
06112023-1650,Liebig-Center,243,250,7
15112023-1130,Liebig-Center,236,250,14
14112023-1835,Liebig-Center,240,250,10
09112023-1820,Liebig-Center,243,250,7
03112023-2101,Liebig-Center,0,0,0
09112023-2001,Liebig-Center,243,250,7
12112023-1225,Liebig-Center,241,250,9
10112023-2100,Liebig-Center,0,0,0
16112023-1441,Liebig-Center,234,250,16
07112023-1025,Liebig-Center,237,250,13
27102023-1200,Liebig-Center,240,250,10
31102023-0949,Liebig-Center,242,250,8
13112023-1750,Liebig-Center,243,250,7
02112023-1425,Liebig-Center,238,250,12
11112023-1635,Liebig-Center,242,250,8
08112023-1835,Liebig-Center,240,250,10
31102023-1131,Liebig-Center,243,250,7
