timestamp,name,free_spaces,max_spaces,occupied_spaces
26102023-1850,Am Bahnhof,178,242,64
30102023-1849,Am Bahnhof,208,242,34
15112023-1645,Am Bahnhof,171,242,71
09112023-1050,Am Bahnhof,152,242,90
11112023-1725,Am Bahnhof,170,242,72
06112023-1925,Am Bahnhof,209,242,33
13112023-1340,Am Bahnhof,175,242,67
04112023-1150,Am Bahnhof,170,242,72
15112023-1635,Am Bahnhof,168,242,74
17112023-1616,Am Bahnhof,186,242,56
04112023-2005,Am Bahnhof,166,242,76
18112023-1335,Am Bahnhof,152,242,90
07112023-1645,Am Bahnhof,186,242,56
02112023-0951,Am Bahnhof,160,242,82
18112023-0935,Am Bahnhof,199,242,43
05112023-1615,Am Bahnhof,158,242,84
15112023-1630,Am Bahnhof,168,242,74
16112023-1040,Am Bahnhof,157,242,85
17112023-1535,Am Bahnhof,175,242,67
17112023-1829,Am Bahnhof,183,242,59
13112023-1815,Am Bahnhof,202,242,40
04112023-1216,Am Bahnhof,164,242,78
13112023-0925,Am Bahnhof,167,242,75
12112023-1115,Am Bahnhof,151,242,91
27102023-1036,Am Bahnhof,152,242,90
15112023-1145,Am Bahnhof,141,242,101
17112023-0900,Am Bahnhof,169,242,73
03112023-1159,Am Bahnhof,167,242,75
02112023-1940,Am Bahnhof,209,242,33
10112023-1745,Am Bahnhof,177,242,65
02112023-1731,Am Bahnhof,194,242,48
01112023-0900,Am Bahnhof,184,242,58
19112023-0859,Am Bahnhof,210,242,32
12112023-1941,Am Bahnhof,202,242,40
30102023-1406,Am Bahnhof,162,242,80
28102023-1410,Am Bahnhof,130,242,112
07112023-1235,Am Bahnhof,156,242,86
12112023-1916,Am Bahnhof,201,242,41
08112023-1205,Am Bahnhof,167,242,75
12112023-2045,Am Bahnhof,209,242,33
03112023-1210,Am Bahnhof,170,242,72
17112023-1219,Am Bahnhof,164,242,78
07112023-1630,Am Bahnhof,180,242,62
11112023-1951,Am Bahnhof,158,242,84
06112023-1205,Am Bahnhof,171,242,71
14112023-1314,Am Bahnhof,138,242,104
18112023-1526,Am Bahnhof,138,242,104
26102023-1539,Am Bahnhof,100,242,142
04112023-1735,Am Bahnhof,172,242,70
13112023-1845,Am Bahnhof,203,242,39
05112023-1040,Am Bahnhof,173,242,69
09112023-1840,Am Bahnhof,181,242,61
01112023-1425,Am Bahnhof,141,242,101
11112023-1244,Am Bahnhof,156,242,86
31102023-1141,Am Bahnhof,153,242,89
03112023-1009,Am Bahnhof,192,242,50
14112023-1620,Am Bahnhof,158,242,84
29102023-1939,Am Bahnhof,194,242,48
19112023-1645,Am Bahnhof,188,242,54
14112023-1445,Am Bahnhof,147,242,95
27102023-1921,Am Bahnhof,172,242,70
19112023-1219,Am Bahnhof,167,242,75
07112023-2020,Am Bahnhof,205,242,37
31102023-1805,Am Bahnhof,207,242,35
20112023-1941,Am Bahnhof,208,242,34
12112023-1815,Am Bahnhof,197,242,45
04112023-1450,Am Bahnhof,141,242,101
08112023-1920,Am Bahnhof,193,242,49
10112023-0859,Am Bahnhof,173,242,69
07112023-1930,Am Bahnhof,204,242,38
01112023-1415,Am Bahnhof,135,242,107
19112023-1805,Am Bahnhof,198,242,44
15112023-1945,Am Bahnhof,185,242,57
14112023-1730,Am Bahnhof,167,242,75
14112023-1750,Am Bahnhof,167,242,75
04112023-1520,Am Bahnhof,143,242,99
13112023-1905,Am Bahnhof,208,242,34
03112023-1405,Am Bahnhof,167,242,75
07112023-1009,Am Bahnhof,161,242,81
04112023-1036,Am Bahnhof,184,242,58
11112023-2015,Am Bahnhof,157,242,85
05112023-2020,Am Bahnhof,203,242,39
27102023-2051,Am Bahnhof,166,242,76
30102023-1240,Am Bahnhof,162,242,80
06112023-1306,Am Bahnhof,179,242,63
